exp,datafeat,feat,dist,enc,rate,optfeat,schedfeat,zdim,zs,beta,addfeat,test/feat/H_ZlX_mean,test/feat/H_ZlX_sem,test/feat/H_q_S_mean,test/feat/H_q_S_sem,test/feat/H_q_TlZ_mean,test/feat/H_q_TlZ_sem,test/feat/H_q_Z_mean,test/feat/H_q_Z_sem,test/feat/H_q_ZlS_mean,test/feat/H_q_ZlS_sem,test/feat/beta_mean,test/feat/beta_sem,test/feat/bpp_mean,test/feat/bpp_sem,test/feat/compress_time_mean,test/feat/compress_time_sem,test/feat/distortion_mean,test/feat/distortion_sem,test/feat/encoder_time_mean,test/feat/encoder_time_sem,test/feat/inference_time_mean,test/feat/inference_time_sem,test/feat/loose_loss_mean,test/feat/loose_loss_sem,test/feat/loss_mean,test/feat/loss_sem,test/feat/n_bits_mean,test/feat/n_bits_sem,test/feat/online_acc_mean,test/feat/online_acc_sem,test/feat/online_err_mean,test/feat/online_err_sem,test/feat/online_loss_mean,test/feat/online_loss_sem,test/feat/rate_mean,test/feat/rate_sem,test/feat/ratedist_mean,test/feat/ratedist_sem,test/feat/receiver_time_mean,test/feat/receiver_time_sem,test/feat/sender_time_mean,test/feat/sender_time_sem,test/feat/zmax_mean,test/feat/zmax_sem,test/feat/zmean_mean,test/feat/zmean_sem,test/feat/zmin_mean,test/feat/zmin_sem
augmnist_viz_VIC,mnist_aug,neural_rec,VAE,resnet18,H_hyper,AdamW_lr1.0e-03_w1.0e-05,expdecay100,128,1,1.0e-01,None,0.0,,82.58943939208984,,151.6956329345703,,177.70730590820312,,95.11785125732422,,0.1000000014901161,,1.726365566253662,,0.0084931086748838,,151.6956329345703,,0.0002601298619993,,0.0006731349858455,,321.1619873046875,,321.1619873046875,,1767.79833984375,,0.9121999740600586,,0.0878000035881996,,0.2774171531200409,,177.70730590820312,,329.4029235839844,,0.0083092022687196,,0.0087532382458448,,7.858671188354492,,0.003736003767699,,-6.952759265899658,
augmnist_viz_VIC,mnist_aug,neural_rec,VIC,resnet18,H_hyper,AdamW_lr1.0e-03_w1.0e-05,expdecay100,128,1,1.0e-01,None,0.0,,40.47760391235352,,220.21969604492188,,47.29252624511719,,6.814920425415039,,0.1000000014901161,,1.6948031187057495,,0.0087601318955421,,220.21969604492188,,0.0002625970228109,,0.0007069187122397,,224.948974609375,,224.94894409179688,,1735.4783935546875,,0.9757999777793884,,0.0241999998688697,,0.0757342800498008,,47.29252624511719,,267.5122375488281,,0.0086021935567259,,0.0090227294713258,,8.2713623046875,,-0.0396740175783634,,-6.13336181640625,
