exp,datafeat,feat,dist,enc,rate,optfeat,schedfeat,zdim,zs,beta,addfeat,datapred,optpred,schedpred,addpred,test/pred/acc_mean,test/pred/acc_sem,test/pred/err_mean,test/pred/err_sem,test/pred/inference_time_mean,test/pred/inference_time_sem,test/pred/loss_mean,test/pred/loss_sem,test/pred/tasks_max_mean,test/pred/tasks_max_sem,test/pred/tasks_mean_mean,test/pred/tasks_mean_sem,test/pred/tasks_median_mean,test/pred/tasks_median_sem,test/pred/tasks_min_mean,test/pred/tasks_min_sem,test/pred/tasks_std_mean,test/pred/tasks_std_sem
augmnist_viz_VIC,mnist_aug,neural_rec,VAE,resnet18,H_hyper,AdamW_lr1.0e-03_w1.0e-05,expdecay100,128,1,1.0e-01,None,mnist_aug,AdamW_lr3.0e-04_w1.0e-05,unifmultistep100,None,0.9731000065803528,,0.0269000008702278,,2.8140711947344244e-05,,0.0765471160411834,,0.0765471160411834,,0.0765471160411834,,0.0765471160411834,,0.0765471160411834,,,
augmnist_viz_VIC,mnist_aug,neural_rec,VIC,resnet18,H_hyper,AdamW_lr1.0e-03_w1.0e-05,expdecay100,128,1,1.0e-01,None,mnist_aug,AdamW_lr3.0e-04_w1.0e-05,unifmultistep100,None,0.9714999794960022,,0.0285000000149011,,2.9416800316539596e-05,,0.0828145518898963,,0.0828145518898963,,0.0828145518898963,,0.0828145518898963,,0.0828145518898963,,,
